API WELL  NUMBER,OIL,GAS,BRINE
34019225390000,4669,233577,3345
34019225400000,62,261078,1105
34019225410000,0,214102,1523
34019225420000,0,201834,324
34019225430000,7980,167325,2564
34019225440000,5447,153995,945
34019225450000,3600,141848,4645
34019225460000,2582,107710,3525
34019225470000,5653,167350,3382
34019225480000,6136,134599,1157
34019225490000,0,183821,1889
34019225500000,0,229448,2091
34019225510000,120,351739,834
34019225540000,769,94910,1184
34019225550000,0,279898,3801
34019225560000,0,281023,3610
34019225570000,0,232196,2732
34019225600000,965,248262,1124
34019225610000,749,224421,1294
34019225620000,11,331062,2082
34019225630000,2249,183807,667
34019225640000,1665,134585,202
34019225650000,2791,205824,2192
34019225660000,1928,174652,1269
34019225670000,1516,159605,4751
34019225680000,2197,258696,1413
34019225690000,3280,240804,5928
34019225700000,3321,211080,3163
34019225720000,5535,218543,3605
34019225730000,6272,196845,2822
34019225740000,4022,157901,1795
34019225750000,7896,198244,5269
34019225760000,6675,194628,5115
34019225770000,0,320609,1375
34019225780000,0,348534,2076
34019225790000,10679,114788,2526
34019225800000,13541,173007,3410
34019225810000,15701,195131,3905
34019225820000,17366,180123,2220
34019225850000,2797,154375,881
34019225860000,2053,176734,1820
34019225870000,0,410955,3175
34019225880000,0,318734,282
34019225890000,1358,318070,2238
34019225900000,2354,193087,867
34019225910000,1203,330234,1425
34019225920000,770,250624,1141
34019225930000,4,225079,766
34019225960000,2623,174907,967
34019225970000,4454,152125,777
34019225980000,13893,102843,4723
34019225990000,977,366086,1613
34019226000000,1231,346648,1248
34019226010000,2343,252020,3885
34019226020000,1601,226202,4126
34019226030000,1586,253935,1467
34019226040000,2349,247343,5229
34019226050000,1156,279836,3801
34019226060000,9863,185543,5525
34019226070000,5708,189405,3736
34019226090000,0,270576,2856
34019226100000,0,249610,2064
34019226110000,0,255228,1460
34019226120000,0,218641,1366
34019226130000,0,193437,2979
34019226140000,0,221482,879
34019226150000,0,143282,2172
34019226160000,16065,185934,3751
34019226170000,7588,168458,1504
34019226180000,14223,218637,3335
34019226210000,2895,75901,1288
34019226220000,74,369134,1560
34019226250000,82,246678,1291
34019226260000,72,223813,327
34019226270000,217,207986,1554
34019226280000,62,263744,1724
34019226290000,574,218397,2477
34019226320000,697,401493,1204
34019226330000,423,307745,2030
34019226340000,2904,171474,3123
34019226350000,3606,98912,1743
34019226370000,1457,113726,1905
34019226420000,38386,517119,6942
34019226430000,14896,211074,3579
34019226440000,10522,176805,5257
34019226450000,12684,176316,4047
34019226460000,845,243413,1266
34019226470000,632,209820,1800
34019226510000,576,169080,487
34019226520000,910,217551,1152
34019226530000,691,233779,1611
34019226540000,860,187184,798
34019226570000,1248,342911,2654
34019226620000,1930,381784,1924
34019226640000,9262,111636,2532
34019226650000,10631,125590,2627
34019226660000,19267,215633,3160
34019226670000,14245,207623,3491
34019226680000,11807,183676,1801
34019226690000,16820,187566,2988
34019226710000,4015,102931,539
34019226720000,3644,112218,1798
34019226750000,5691,117360,1397
34019226890100,9929,149833,2160
34019226900000,19649,244845,1289
34019226910000,9029,220696,5257
34019226920000,11066,292883,5938
34019226930000,16452,155958,2054
34019226940000,8959,66625,545
34019226980000,6930,177749,2022
34019226990000,9809,88117,1613
34019227000000,10532,92100,2405
34019227010000,8466,69587,1069
34019227020000,37257,278693,8891
34019227030000,26965,305988,4261
34019227040000,13124,260406,9414
34019227050000,9616,124120,1943
34019227060000,8013,117121,3093
34019227070000,8516,129038,3425
34019227080000,19133,199359,4675
34019227090000,12162,137469,2767
34019227100000,33519,334373,505
34019227120000,19989,305363,8368
34019227140000,26919,201107,1806
34019227150000,17954,242097,8868
34019227180000,3281,196152,3396
34019227190000,2624,197861,5383
34019227200000,2319,260264,4073
34019227210000,1875,192314,2086
34019227280000,18683,139137,2642
34019227310000,23007,154932,2816
34019227340000,9450,249659,2941
34019227350000,14311,247061,1958
34019227360000,9441,219078,3499
34019227370000,19541,245188,4783
34019227380000,19439,234831,4204
34019227390000,14557,237596,2916
34019227400000,23920,288437,3164
34019227410000,22313,340309,5329
34019227420000,21852,333599,4975
34019227430000,16585,249294,4078
34019227440000,37707,483045,11296
34019227450000,37374,409727,8309
34019227570000,71679,614016,34908
34019227610000,115677,678980,46573
34019227620000,90933,609433,56429
34029216940100,1834,33385,675
34029216960000,0,218077,1302
34029216970100,2073,27479,410
34029217010000,2717,31913,944
34029217020000,3702,49214,73
34029217050100,0,65786,219
34029217060100,0,309907,4103
34029217080000,68,213120,1224
34029217120000,148,161504,896
34029217130000,0,0,0
34029217160000,0,167102,1023
34029217190100,196,133536,122
34029217200000,47,71193,564
34029217210100,3,77977,323
34029217230000,2411,39138,1562
34029217240100,0,0,0
34029217250000,0,0,0
34029217270100,0,0,0
34029217280000,10,137699,2050
34029217300100,0,0,0
34029217340000,1565,92651,352
34029217350000,4,200112,1084
34029217370000,145,101044,1016
34029217430000,0,130498,360
34029217470000,72,78161,1510
34029217480000,87,122639,788
34029217500000,151,201425,849
34029217530000,1,134976,92
34029217540000,2,94513,143
34029217560000,420,117715,418
34029217570000,0,54033,171
34029217590000,2,198924,351
34029217630100,0,119718,1078
34029217660000,2,314069,628
34029217670000,1,259747,0
34029217730000,10,251800,955
34029217740000,0,254609,976
34029217800000,9,369488,4662
34029217930000,32,238070,2462
34029217990000,833,147717,769
34029218040100,2544,165279,1161
34029218050000,643,162558,1229
34029218060000,0,1879776,26898
34029218070000,0,839783,2250
34029218130000,73,196093,1181
34029218140000,0,227036,2133
34029218150000,8,205937,782
34029218160000,78,259426,1600
34029218180000,691,226532,1539
34029218200000,0,207002,3341
34029218220000,1718,57802,599
34029218230000,199,353356,345
34029218240000,19,190618,418
34029218280100,0,285280,1570
34029218290000,0,204531,1153
34029218300000,0,222265,1254
34029218380000,72,177006,1533
34029218390000,0,255706,4345
34029218440000,3057,260171,1964
34029218460000,512,248356,681
34029218470000,2998,497163,1017
34029218500000,0,319691,1823
34029218510000,0,352521,2020
34029218520000,0,293142,1732
34029218530000,0,281007,1624
34029218610000,0,429562,2986
34029218690000,0,388297,2919
34029218760000,0,752382,3501
34029218770000,0,517844,5887
34029218780000,0,425059,999
34029218790000,0,400896,1359
34029218850000,0,892712,5375
34029218860000,0,673498,5194
34029218870000,0,561403,5233
34029218930000,0,755199,3528
34029218940000,0,766311,3562
34029218950000,0,1207631,14938
34029218960000,0,1158833,16794
34029218970000,0,1288977,15604
34029218980000,0,1139964,9300
34029218990000,0,1192371,8346
34029219000000,0,2405636,29928
34029219010000,0,1901531,23107
34029219040000,0,1503772,10847
34029219050000,0,1109699,8777
34029219060000,0,1560933,17606
34029219070000,0,1634268,17602
34031271900100,0,27961,279
34059241830100,0,0,0
34059241900100,451,32969,628
34059242000000,563,57933,629
34059242060100,2699,25412,439
34059242110100,2525,13990,473
34059242190100,5022,0,480
34059242200000,7259,79805,1129
34059242210000,3421,103894,1527
34059242230000,5704,61346,835
34059242240000,4057,62313,988
34059242300100,873,11414,335
34059242340000,3046,82011,1204
34059242350000,1790,75044,1104
34059242380100,1237,78653,885
34059242420000,2849,23981,480
34059242430000,4171,35767,969
34059242440000,5178,78492,1424
34059242500000,121,114107,1677
34059242520100,463,119208,1096
34059242530000,633,171898,1389
34059242540000,381,108074,939
34059242550000,352,100073,913
34059242560000,412,118638,1076
34059242640000,1197,61702,525
34059242730100,26930,194232,5678
34059242740100,1365,100404,920
34059242760100,1668,95989,1167
34059242900000,10066,84904,1364
34059242910100,11179,105190,1452
34059242920000,4023,15634,768
34059242930100,21533,93264,1028
34059242960000,4393,241550,1262
34059242970000,2783,188009,1244
34059243010000,9403,110607,3910
34059243020000,7172,89783,1995
34059243030000,8765,95772,948
34059243040000,2655,24135,381
34059243050000,4679,48624,1025
34059243060000,7403,182685,4183
34059243070000,7624,172886,2768
34059243080000,6162,112721,2719
34059243090000,7291,178866,3994
34059243100100,2651,80886,1223
34059243130100,9493,124434,1147
34059243140000,22146,118334,1250
34059243160000,1721,195145,1192
34059243170000,2043,126129,403
34059243180000,1722,80004,400
34059243190000,1539,113300,306
34059243200000,45757,291968,12307
34059243250000,4691,120835,4074
34059243260000,3897,168463,4362
34059243270000,3871,148725,3498
34059243280000,3083,128365,3034
34059243300000,2533,175534,4565
34059243310100,2003,169927,2875
34059243340000,19004,95241,1889
34059243350000,17056,128267,1151
34059243360000,7549,52025,540
34059243370000,6722,62378,1409
34059243380000,5081,65526,2176
34059243390000,8893,76623,2369
34059243410000,20534,121252,1942
34059243420000,4958,236659,2825
34059243430000,3622,177702,4494
34059243440000,17113,175817,13434
34059243450000,397,177472,313
34059243460100,10902,112142,2107
34059243470000,14669,200871,3693
34059243480100,7404,163223,4869
34059243490000,12263,158235,4711
34059243510000,304,129288,1599
34059243520000,55,122711,369
34059243530000,2312,151797,3616
34059243540000,536,178382,5269
34059243550000,56,127127,432
34059243560000,862,230195,2050
34059243570100,7984,114960,1985
34059243580000,4526,108399,4817
34059243590000,13166,140196,1706
34059243620000,3502,119779,2358
34059243630000,6105,236011,1186
34059243640000,4095,113914,2552
34059243650000,5146,170489,2076
34059243660000,7108,103757,3900
34059243670000,6135,135391,3891
34059243680000,15917,124287,1873
34059243690000,26685,168461,1911
34059243700000,21329,137218,2590
34059243720000,1767,192267,3193
34059243730000,2321,218067,5484
34059243740000,1991,168445,3078
34059243750000,3253,260605,3123
34059243760000,2585,211191,3572
34059243770000,28445,128566,11131
34059243780000,13625,118896,1317
34059243790000,8423,114523,1234
34059243800000,3328,421039,4301
34059243810000,1787,298674,4461
34059243820000,2012,360897,5059
34059243840000,1895,177163,2477
34059243860000,14439,108469,8184
34059243870000,1924,160803,2250
34059243880100,1847,196241,2161
34059243890000,2362,176679,1785
34059243900000,9665,32032,1582
34059243910000,9340,74970,2146
34059243920000,37313,257232,24314
34059243930000,1935,338597,3476
34059243940000,9169,129325,3088
34059243950000,12653,151526,2246
34059243960000,31009,149692,1523
34059243970000,55319,348715,10147
34059243980000,54433,268228,9039
34059243990000,41177,330553,11781
34059244000000,49143,267761,10878
34059244010000,64354,428721,12320
34059244020000,64423,362822,13003
34059244050000,15048,118586,2986
34059244060000,11159,102082,6432
34059244070000,16697,143990,11229
34059244080000,8746,185400,5514
34059244090000,4964,204474,2962
34059244100000,5582,237155,4205
34059244110000,8300,203676,9867
34059244120000,5484,216805,3662
34059244130000,879,117071,1396
34059244140000,39348,430688,9152
34059244150000,252809,1083730,21955
34059244160000,215963,777710,26574
34059244170000,223916,936504,21187
34059244180000,266983,940035,21452
34059244190000,58079,484981,12446
34059244200000,45007,356422,10463
34059244210000,64885,509512,11897
34059244230000,28114,490038,4265
34059244240000,103488,785938,14295
34059244250000,119331,779462,11404
34059244260000,376,173907,1035
34059244270000,711,226432,2952
34059244280000,15373,240828,2090
34059244290000,9801,225142,1927
34059244310000,13916,296372,2577
34059244320000,7086,221061,1893
34059244330000,7659,193621,1650
34059244350000,25458,274488,5088
34059244370000,24253,255322,5513
34059244380000,9053,150602,2482
34059244390000,37959,197102,3592
34059244400000,51854,263966,3847
34059244410000,50090,299193,7580
34059244420000,42090,261975,6177
34059244430000,52628,302790,6648
34059244440000,43960,242749,5027
34059244460000,536,135053,1408
34059244470000,497,135722,374
34059244480000,1149,196721,1327
34059244490000,7803,237734,5109
34059244500000,4346,178296,3742
34059244510000,7382,191032,2763
34059244530000,46894,212073,2731
34059244540000,42141,241963,1971
34059244650000,12354,190088,5279
34059244660000,18896,428166,12033
34059244670000,34499,195220,2303
34059244680000,36165,242711,4559
34059244690000,22122,127382,5399
34059244740000,22102,451091,12631
34059244810000,30067,196268,5236
34059244820000,14067,240318,4000
34059244830000,18177,436094,7355
34059244840000,16869,351273,5905
34059244880000,58393,501144,11630
34059244900000,17815,292901,8275
34059244920000,16846,198550,5576
34059244930000,29179,439876,12065
34059244940000,50751,613276,13889
34059244950000,76270,577276,16390
34059244960000,36012,442156,9227
34059244970000,28639,419394,11219
34059244980000,30724,906513,13480
34059244990000,20693,706235,12521
34059245000000,42674,353408,7879
34059245010000,31585,421268,8062
34059245020000,34194,494682,7728
34059245030000,32537,489350,7812
34059245040000,29359,404024,7354
34059245050000,41616,472906,9587
34059245060000,26260,767576,14137
34059245070000,31831,183719,21835
34059245080000,46144,337972,28932
34059245090000,35499,331662,7560
34059245100000,50699,406752,5163
34059245110000,93402,612778,19021
34059245120000,59194,1134727,7892
34059245130000,54115,1174632,13370
34059245140000,23548,799587,9250
34059245150000,39616,1054765,6982
34059245160000,114606,897531,9318
34059245170000,33483,586176,7442
34059245180000,45246,467508,8429
34059245200000,153409,1104912,18192
34059245210000,147157,959588,12069
34059245220000,62622,474793,10111
34059245230000,104832,636139,33649
34059245240000,146588,767407,16946
34059245250000,128967,712327,51384
34059245260000,147760,644884,31750
34059245280000,100347,763370,22949
34059245290000,135027,821204,19775
34059245300000,96942,428959,11321
34059245310000,99960,420946,14250
34059245320000,110051,753035,17140
34059245330000,108423,569735,15084
34059245370000,122228,980611,33813
34059245380000,133625,1025019,49777
34059245390000,204693,1250412,44218
34059245420000,66119,491386,12991
34059245430000,47809,434102,9936
34059245440000,86489,621995,13687
34059245460000,73956,447497,12793
34059245470000,59027,365738,10058
34059245480000,164652,1134378,35546
34059245490000,140765,1001295,38657
34059245500000,149490,1035483,27981
34059245510000,154819,579059,24359
34059245520000,207329,769112,25042
34059245530000,190415,710600,34152
34059245540000,172481,845684,26643
34059245580000,69626,494266,19884
34059245590000,104492,865331,38131
34059245600000,127437,967563,23295
34059245610000,190698,1377567,26509
34059245620000,77656,343239,12044
34059245630000,172362,989331,61357
34059245640000,199089,1204233,61175
34059245650000,253610,1404366,59008
34059245720000,73877,337355,18529
34059245730000,80496,371516,16320
34059245740000,101386,426416,12306
34059245760000,69567,281698,9942
34059245770000,90459,330665,14996
34067210570100,194,339395,3979
34067210620100,77,190409,1843
34067210630100,3941,31451,1019
34067210640000,5219,62544,507
34067210650100,20078,134813,3256
34067210670000,0,2788784,21169
34067210680000,4097,56254,2026
34067210690000,13982,98068,33348
34067210700000,4420,74241,647
34067210710100,1932,49041,1097
34067210720100,1129,74283,497
34067210730000,10784,66690,19593
34067210740100,833,270206,4383
34067210750000,0,683354,9044
34067210760000,8731,62859,2294
34067210780100,735,32888,416
34067210790100,976,96339,756
34067210800000,0,68100,2087
34067210820100,982,183251,1036
34067210850000,1172,117160,881
34067210860000,5006,84457,758
34067210870000,943,129666,2167
34067210880000,3478,40500,393
34067210890100,4902,75947,820
34067210900000,4696,53474,1139
34067210910100,4420,50821,1488
34067210920000,2611,279330,5718
34067210930000,8554,50501,10355
34067210940000,1694,49853,8
34067210960000,3127,24797,4085
34067210970000,5331,47265,2407
34067210980000,5626,63376,1892
34067210990000,3206,35260,1206
34067211000000,5242,59237,1732
34067211010000,6452,79679,2080
34067211020000,4049,76104,1468
34067211030000,3635,68497,1267
34067211060000,6878,87826,1078
34067211080000,1735,185528,1439
34067211090000,2400,85621,3923
34067211100000,2622,93927,2039
34067211110000,2912,70660,899
34067211120000,4903,82105,1223
34067211130000,1251,55165,540
34067211140000,1096,378839,6057
34067211150000,1626,45419,756
34067211160000,2298,113500,1924
34067211170000,2859,31932,618
34067211180000,1681,77246,925
34067211190000,352,98949,1037
34067211200000,112,175039,1591
34067211210000,7506,49254,1851
34067211220000,12975,69349,30130
34067211240000,0,445522,57
34067211250000,2231,77750,1164
34067211260000,82,228506,1914
34067211270000,86,230658,1864
34067211290000,808,265229,2053
34067211300000,697,310942,3816
34067211310000,1043,261154,1245
34067211320000,224,333757,4735
34067211330000,306,243140,2424
34067211340000,1417,442028,5484
34067211350000,1540,547658,10741
34067211360000,1274,85071,555
34067211390000,952,47390,952
34067211400000,2301,65057,893
34067211410000,1145,71704,657
34067211420000,514,202764,1759
34067211430000,1760,358778,919
34067211440000,959,307158,1406
34067211450000,2138,317665,3332
34067211480000,308,190080,434
34067211510000,0,379628,2620
34067211520000,0,181452,426
34067211550000,2825,112688,370
34067211560000,640,112170,281
34067211570000,819,79527,213
34067211580000,2986,38213,723
34067211590000,959,35251,906
34067211600000,6399,87643,2154
34067211610100,5772,84229,1880
34067211620000,129,149842,487
34067211630000,212,230402,1936
34067211640000,91,228724,942
34067211690000,0,4628924,85952
34067211720000,5760,127959,1089
34067211730000,8967,125107,1262
34067211740000,5313,55720,118
34067211750000,6384,79584,1273
34067211760000,5076,82425,1261
34067211770000,3930,70596,858
34067211780000,7593,96178,2440
34067211790000,6005,70336,1922
34067211800000,8557,107578,1722
34067211810000,6506,127765,2761
34067211820000,125,603877,2741
34067211830000,3109,196875,854
34067211850000,3646,106486,1160
34067211860000,4419,74900,457
34067211870000,2655,98774,809
34067211880000,5347,122057,2831
34067211890000,4998,139106,3775
34067211900000,6877,140920,1749
34067211910000,3773,166778,3755
34067211920000,4068,146352,2452
34067211930000,6692,123909,2507
34067211940000,4529,251926,1415
34067211950000,58,290649,1298
34067211960000,13,266603,1091
34067211970000,51,273004,1184
34067211980000,109,552367,2395
34067211990000,79,401900,1992
34067212010000,905,204624,525
34067212020000,3345,151048,1238
34067212030000,2439,153714,3605
34067212040000,2536,167406,5110
34067212050000,2305,244589,899
34067212060000,1032,166100,2258
34067212090000,2889,155744,829
34067212110000,20,380177,1554
34067212120000,15,291603,1194
34067212130000,9,171509,695
34067212140000,105,707349,5871
34067212150000,132,859855,7227
34067212160000,116,765570,6369
34067212170000,163,415324,1480
34067212180000,1410,112141,13462
34067212190000,38,205861,1910
34067212200000,995,134435,3849
34067212210000,13501,151552,3628
34067212220000,14141,126109,5441
34067212230000,11642,160733,6067
34067212280000,1383,154225,2074
34067212290000,1499,199703,3729
34067212300000,6371,214816,3239
34067212310000,4258,176297,2369
34067212320000,2568,227570,2798
34067212330000,5576,177215,3921
34067212340000,0,360672,3544
34067212350100,12997,112455,1413
34067212370000,16982,177996,1167
34067212390000,0,165531,1329
34067212430000,17,258084,2428
34067212440100,3714,102078,2304
34067212450100,3709,124112,2166
34067212460100,3207,122569,2232
34067212470100,7897,145021,2213
34067212480100,3597,113099,2553
34067212490000,4819,170418,976
34067212500000,3987,182599,725
34067212510000,3647,170967,1035
34067212530000,4296,134816,193
34067212540000,2540,134348,3129
34067212550000,1562,91850,5110
34067212560000,2660,126280,2130
34067212570100,4730,118002,9306
34067212580000,3380,195226,4730
34067212590000,5382,84277,436
34067212610000,3473,280331,834
34067212640000,7852,88042,629
34067212650000,10781,98667,647
34067212660000,6397,78666,2200
34067212670000,7290,70974,1289
34067212700000,2485,134335,1888
34067212710000,2999,116151,1861
34067212720000,4744,118693,1273
34067212730000,10094,151501,3389
34067212740000,9136,136739,3974
34067212750000,10607,121379,2016
34067212760000,4459,158550,1661
34067212780000,5751,129910,1402
34067212790000,3891,66746,1449
34067212810000,0,338398,4766
34067212820000,0,527523,2105
34067212840000,2485,125249,11059
34067212850000,2185,216933,3273
34067212860000,2047,194023,5716
34067212870000,2390,192321,2864
34067212880000,4439,230799,4034
34067212890000,0,0,1
34067212900000,5267,145103,2669
34067212910000,2360,120486,23303
34067212920000,2635,361237,161
34067212940000,0,553174,1201
34067212950000,0,611971,1596
34067212970000,3977,144569,1268
34067212980000,23213,198038,5579
34067212990000,14323,114020,1336
34067213000000,16101,118286,2078
34067213010000,232,352988,1617
34067213020000,172,269582,1223
34067213030000,151,231188,1063
34067213040000,168,261726,1202
34067213050000,237,352885,1621
34067213060000,3,2368,9
34067213070000,335,643528,3420
34067213080000,185,354683,1885
34067213090000,287,557172,2952
34067213100000,168,328101,1723
34067213110000,219,414594,2225
34067213120000,2220,93820,1050
34067213130000,2345,108708,1249
34067213140000,2723,110881,2485
34067213150000,3935,128043,3457
34067213160000,55,688038,2933
34067213170000,4854,287344,6319
34067213180100,35,440159,1872
34067213190000,31,402426,1714
34067213200000,38,469231,2006
34067213210000,33,397081,1696
34067213220000,10904,127212,4415
34067213240000,3300,178179,2260
34067213250000,1172,238744,4156
34067213260000,5546,180630,3761
34067213270000,3222,176155,610
34067213280000,9008,170549,2876
34067213290000,7182,175842,1782
34067213300000,0,0,0
34067213310000,10803,161053,3706
34067213320000,0,0,0
34067213330000,8899,114965,1642
34067213340000,8647,152035,2144
34067213350000,14,19,6
34067213380000,0,226270,718
34067213400000,0,339316,913
34067213420000,7176,188626,1167
34067213430000,6843,198549,1194
34067213440000,1583,291406,1619
34067213450000,2096,389292,2170
34067213460000,1629,310858,1653
34067213470000,38511,353611,5851
34067213480000,33356,375606,14340
34067213490000,26537,227650,9111
34067213500000,10814,140958,4278
34067213510000,11783,127388,2203
34067213520000,13677,117857,2436
34067213530000,14697,131215,1448
34067213540000,15534,130871,1537
34067213550000,12832,118894,3285
34067213560000,10974,166263,2464
34067213570000,7365,164078,1899
34067213580000,7847,180545,5284
34067213590000,8682,204167,4901
34067213600000,5594,123931,1966
34067213610000,5583,155774,2660
34067213620000,10760,185393,1329
34067213640000,9744,178580,1318
34067213650000,4335,105677,619
34067213660000,4686,103970,767
34067213680000,1559,509049,4102
34067213690000,563,381012,1041
34067213700000,173,473508,2672
34067213710000,11857,157459,4547
34067213720100,23412,221354,6060
34067213730100,17371,135753,1861
34067213740000,16059,144354,3010
34067213750000,17045,162616,5979
34067213760000,23359,194468,2178
34067213770000,16867,127888,1773
34067213780000,665,395022,6141
34067213790000,462,384559,2612
34067213800000,506,374511,4827
34067213810000,999,491215,879
34067213820000,4974,114740,534
34067213830000,4573,108085,941
34067213840000,5607,132077,1155
34067213850000,10368,115319,1032
34067213900000,5611,145514,2491
34067213910000,3448,116874,2280
34067213920000,4154,147270,2491
34067213930000,4783,157780,1789
34067213940000,3374,269402,3514
34067213950000,5327,181714,3680
34067213960000,2840,167580,1168
34067213970000,3293,186972,4114
34067213980000,0,394300,2090
34067213990000,0,444114,356
34067214000000,0,405191,2562
34067214010000,34656,556637,12957
34067214020000,32095,564766,8864
34067214030000,32046,541876,13756
34067214040000,40506,651142,14872
34067214050000,29667,414768,5953
34067214060000,0,185696,3694
34067214090000,6067,168776,2195
34067214100000,71,529437,2857
34067214110000,1,5205,17
34067214120000,0,213977,1334
34067214140100,9697,99095,1010
34067214150000,5510,196342,2357
34067214160000,5281,210232,2855
34067214170000,5370,191300,2571
34067214180000,7185,159686,4002
34067214190000,80,486827,2830
34067214200000,95,726025,3943
34067214240000,12,180728,1132
34067214310000,9162,206479,3504
34067214320000,2345,205865,1924
34067214330000,12736,143953,4292
34067214340000,12300,117661,6271
34067214350000,12016,87211,1320
34067214360000,28733,96805,1445
34067214370000,6340,206050,641
34067214420000,8288,326267,2199
34067214430000,3907,314713,2571
34067214450000,2251,221723,1380
34067214460000,2322,248924,2140
34067214470000,4773,269858,7536
34067214490000,3904,365953,4371
34067214500000,87,741784,5941
34067214510000,97,856448,6916
34067214520000,154,1104620,9536
34067214530000,93,675359,5781
34067214540000,96,770024,6465
34067214550000,2354,249654,3427
34067214560000,3379,213234,5599
34067214570000,3301,262316,2454
34067214580000,5388,317858,3254
34067214660000,0,300710,901
34067214690000,34661,355580,9932
34067214700000,36721,371505,8867
34067214710000,36161,365847,4814
34067214740000,4613,38512,3600
34067214800000,26671,238241,8661
34067214810000,17567,164961,1744
34067214820000,21700,140847,3542
34067214830000,12572,90570,2182
34067214840000,3095,343320,2097
34067214850000,2221,39469,6950
34067215030000,21,1953506,16627
34067215040000,0,1662394,9575
34067215050000,0,2146131,8187
34067215070000,0,1439102,6280
34067215080000,0,1467684,12625
34067215210000,11742,163803,2203
34067215220000,9660,170394,2293
34067215230000,9240,199411,2689
34067215240000,13004,214290,2888
34067215260000,16263,113052,20776
34067215270000,25133,168980,9926
34067215280000,23672,163821,14884
34067215290000,0,3971624,104436
34067215300000,0,604704,1416
34067215310000,8437,676809,5745
34067215320000,9040,706800,4656
34067215330000,7939,772370,5767
34067215350000,43493,1411653,18342
34067215360000,50886,1328172,8547
34067215390000,82115,2021838,8044
34067215400000,0,2510553,9534
34067215410000,23,2824860,5429
34067215420000,1,2707769,9426
34067215430000,0,1380016,7925
34067215440000,0,1458064,2087
34067215450000,0,1049728,25790
34067215460000,63667,783559,16961
34067215470000,60025,827218,15963
34067215480000,45213,638305,14162
34067215490000,45180,632612,20832
34067215500000,0,1582728,12008
34067215510000,0,1910723,6131
34067215520000,0,2797096,30375
34067215530000,0,1310002,41865
34067215540000,52652,328859,20430
34067215550000,51409,330334,8314
34067215560000,45851,334968,19095
34067215570000,53212,320016,10315
34067215580000,54205,1946099,45038
34067215590000,48529,2256704,66211
34067215600000,45679,2513050,73717
34067215610000,23567,1584402,37397
34067215620000,52981,1787456,19614
34067215630000,53758,1825839,18621
34067215640000,44797,1558400,21325
34067215650000,26189,3012836,24371
34067215660000,12215,2771210,44474
34067215670000,31036,3572677,40020
34067215690000,46216,2526084,52513
34067215700000,49168,2790641,40242
34067215710000,56137,1291796,31211
34067215720000,45075,2489752,60249
34067215750000,143306,597605,12952
34067215760000,140653,614229,16879
34067215790000,61309,2610105,7191
34067215800000,52627,2600815,21928
34067215810000,53954,2754178,14745
34067215820000,61896,3341617,31953
34067215830000,55358,3265646,21591
34067215840000,130797,652747,21328
34067215850000,224432,1113542,67206
34067215860000,272686,1341418,65377
34067215870000,592,2449298,10121
34067215880000,586,2481039,10222
34067215910000,185191,1149464,102129
34067215920000,241980,1318311,102867
34067215930000,214831,1090656,70518
34067215940000,195692,1099163,59582
34067215950000,115695,796017,55849
34067215960000,149831,857519,62337
34067215970000,132196,732629,33746
34067215980000,137,6486225,31760
34067215990000,173,6315013,35108
34067216000000,127,6813627,20134
34067216070000,0,2572997,16446
