API WELL  NUMBER,OIL,GAS,BRINE
34067216080000,0,2713646,12920
34067216090000,0,2597396,10637
34067216100000,140126,3351931,58314
34067216110000,137705,3542489,122474
34067216120000,171439,3330868,160852
34067216160000,0,5611605,29876
34067216170000,0,5287120,31245
34067216180000,194657,4133434,75590
34067216200000,205266,4136850,69977
34067216230000,0,5412573,55594
34067216240000,0,3925880,27534
34067216290000,158592,2143197,11404
34067216300000,114783,1805904,53079
34067216310000,114599,1863902,49615
34067216410000,143045,966758,37513
34067216420000,146964,946478,38885
34067216430000,48422,248490,30765
34067216440000,48738,285093,39138
34067216490000,15892,88776,15186
34067216500000,55028,290167,31494
34067216510000,0,390589,2580
34067216520000,0,458254,3062
34067216530000,0,455835,2620
34067216540000,37257,137316,9723
34067216550000,33776,140398,11716
34067216560000,32911,138966,12991
34067216630000,1665,5601,1781
34067216640000,2172,7547,1745
34067216650000,505,2259,871
34067216660000,1063,4117,1030
34081205030000,0,205684,542
34081205070100,0,87954,812
34081205080100,0,84160,737
34081205090000,0,156111,706
34081205100000,0,158681,2836
34081205110100,0,397159,1357
34081205120100,0,173492,587
34081205130100,0,268013,3372
34081205140000,0,35792,102
34081205150000,0,164826,11
34081205170000,0,133368,399
34081205180100,0,71540,556
34081205190000,0,188607,380
34081205200000,0,44704,3726
34081205210000,0,87498,652
34081205220000,0,2672939,42428
34081205260000,0,201750,1331
34081205280100,0,358412,2950
34081205310100,0,122493,12901
34081205350100,0,0,0
34081205360100,0,1017774,16434
34081205380000,0,130349,850
34081205390000,0,368144,3009
34081205410000,0,154820,715
34081205420000,0,134485,127
34081205430000,0,386101,2868
34081205440000,0,248290,1569
34081205450000,0,109935,576
34081205460000,0,417544,3375
34081205490000,0,501543,17397
34081205510000,0,296665,1254
34081205530000,0,274410,1143
34081205540000,0,145409,693
34081205570000,0,3600371,72261
34081205590000,0,166762,418
34081205600000,0,292588,1256
34081205610000,0,172221,1082
34081205620000,0,5010067,20196
34081205630000,0,5077867,25824
34081205640000,0,727462,4659
34081205650000,0,1001768,6130
34081205660000,0,235075,1395
34081205670000,0,487039,2395
34081205680000,0,824716,4568
34081205690000,0,378441,852
34081205720000,0,982650,2415
34081205730000,0,792597,13235
34081205740000,0,729831,2888
34081205810000,0,218558,4851
34081205850000,0,182243,9309
34081205860000,0,4375637,84809
34081205890000,0,640895,4936
34081205900000,0,587011,5636
34081205920000,0,680556,6251
34081205930000,0,596932,2695
34081205940000,0,789091,8029
34081205950000,0,406325,1963
34081206000000,0,225162,1731
34081206010000,0,131080,713
34081206150000,0,379054,12055
34081206170000,0,183656,34538
34081206180000,0,3208964,45370
34081206190000,0,3844466,44805
34081206200000,0,289732,752
34081206220000,0,310721,671
34081206230000,0,211458,751
34081206260000,0,395647,825
34081206280000,0,416825,1221
34081206290000,0,244724,836
34081206330000,0,681734,11007
34081206340000,0,1722375,18767
34081206350000,0,2197277,19986
34081206360000,0,681456,9301
34081206370000,0,415126,404
34081206380000,0,408509,1115
34081206390000,0,428292,1013
34081206440000,0,220798,22080
34081206470000,0,773696,7062
34081206490000,0,574624,29404
34081206500000,0,680788,16477
34081206510000,0,560730,37090
34081206520000,0,586831,34780
34081206530000,0,718748,8464
34081206540000,0,765604,16196
34081206550000,0,441708,3950
34081206580000,0,1806253,12593
34081206590000,0,1097972,5754
34081206600000,0,1401235,10363
34081206610000,0,391456,7079
34081206620000,0,729500,6636
34081206630000,0,741053,6399
34081206640000,0,920462,8688
34081206650000,0,585356,6006
34081206660000,0,961600,9710
34081206670000,0,348985,2564
34081206680000,0,308852,232
34081206690000,0,316787,1466
34081206700000,0,3030464,29719
34081206710000,0,251485,10013
34081206720000,0,223077,4462
34081206730000,0,45598,425
34081206740000,0,3389067,113945
34081206750000,0,471458,7829
34081206760000,0,6084803,69061
34081206830000,0,170150,1122
34081206840000,0,209704,6730
34081206900000,0,446006,17137
34081206910000,0,2365708,18814
34081206920000,0,1805917,23347
34081206930000,0,1398547,12309
34081206940000,0,1352178,11917
34081206950000,0,1439070,12629
34081206960000,0,1072723,8589
34081206970000,0,940594,7606
34081206980000,0,1099806,8852
34081206990000,0,1094933,8633
34081207000000,0,1467007,11752
34081207020000,0,558569,3672
34081207030000,0,1180573,7451
34081207040000,0,848375,5533
34081207060000,0,1719212,10791
34081207080000,0,1895887,11153
34081207100000,0,1261823,12583
34081207110000,0,1531850,18954
34081207120000,0,1164318,11782
34081207160000,0,1266350,15887
34081207170000,0,1028025,15669
34081207180000,0,695852,4299
34081207220000,0,854016,3229
34081207230000,0,1339334,12024
34081207240000,0,1236409,5607
34081207250000,0,1304658,5859
34081207260000,0,1267041,5799
34081207270000,0,886531,9289
34081207290000,0,862747,3843
34081207300000,0,763933,3407
34081207310000,0,761240,776
34081207320000,0,847412,8505
34081207330000,0,1425204,7661
34081207340000,0,1595553,9199
34081207350000,0,1657309,10649
34081207360000,0,1734011,13156
34081207370000,0,2266498,16431
34081207380000,0,515102,1211
34081207390000,0,1129637,4920
34081207400000,0,958216,5931
34081207410000,0,1224522,18988
34081207450000,0,1481587,9853
34081207460000,0,1512336,9698
34081207470000,0,1102154,6764
34081207480000,0,1540035,8353
34081207490000,0,1294981,9887
34081207500000,0,1505057,8614
34081207510000,0,2086114,23993
34081207520000,0,2535931,9187
34081207530000,0,1622267,5354
34081207540000,0,1500050,7149
34081207550000,0,1523112,6857
34081207560000,0,1459965,6561
34081207570000,0,2355506,8078
34081207580000,0,2288306,8622
34081207590000,0,1771270,9399
34081207600000,0,1824524,13064
34081207620000,0,1049908,3283
34081207630000,0,1080805,3697
34081207640000,0,1278351,2808
34081207650000,0,3217488,15658
34081207660000,0,1489103,7012
34081207670000,0,3415024,22558
34081207680000,0,1485104,22366
34081207700000,0,1607553,9742
34081207710000,0,1903571,11646
34081207720000,0,3049085,20383
34081207730000,0,4147637,20443
34081207740000,0,3322991,17307
34081207750000,0,2760428,7526
34081207760000,0,3905248,31089
34081207770000,0,4322776,13316
34081207780000,0,4125589,24014
34081207790000,0,4510479,19171
34081207800000,0,2184733,20181
34081207810000,0,2062875,8743
34081207820100,0,2214836,15074
34081207830000,0,3252685,10441
34081207840000,0,2919682,8740
34081207850000,0,2672618,8365
34081207860000,0,3365376,18570
34081207870000,0,3578327,24147
34081207880000,0,2655088,8995
34081207890000,0,2170388,5613
34081207900000,0,1704553,8158
34081207910000,0,2450675,9660
34081207920000,0,2633878,8184
34081207930000,0,3155536,10700
34081207940000,0,1790756,7875
34081207950000,0,3913228,15755
34081207960000,0,2392638,11496
34081207970000,0,1431834,9161
34081207980000,0,2451185,9307
34081207990000,0,3125462,16870
34081208000000,0,2837703,13405
34081208010000,0,2196589,9962
34081208020000,0,2101161,12165
34081208030000,0,2648864,19253
34081208040000,0,3865792,25883
34081208050000,0,3594448,19900
34081208060000,0,4269114,14263
34081208070000,0,4952387,124828
34081208080000,0,2914853,16624
34081208090000,0,3880113,26687
34081208100000,0,3778908,21595
34081208110000,0,2392272,37498
34081208120000,0,2557367,46230
34081208130000,0,2028989,36272
34081208140000,0,6460734,19166
34081208150000,0,6372283,22229
34081208160000,0,6030227,22357
34081208170000,0,3161289,75458
34081208180000,0,5347201,89603
34081208190000,0,4014635,13152
34081208200000,0,4135012,12916
34081208210000,0,4910838,16268
34081208220000,0,3583338,23726
34081208230000,0,2684739,19235
34081208240000,0,1573788,17397
34081208250000,0,1921496,17397
34081208260000,0,3503049,17906
34081208270000,0,3716159,15578
34081208280000,0,3981344,13606
34081208290000,0,3015624,18459
34081208300000,0,3621201,100988
34081208310000,0,3598401,130933
34081208320000,0,3411589,108699
34081208330000,0,4748063,14528
34081208340000,0,4839740,12525
34081208350000,0,4156259,14730
34081208360000,0,4423547,21553
34081208370000,0,5438272,27159
34081208380000,0,6140695,29560
34081208390000,0,6185545,26673
34081208400000,0,5687155,20094
34081208410000,0,5545031,27847
34081208420000,0,6013615,28048
34081208430000,0,6224286,32923
34081208440000,0,6745044,29097
34081208450000,0,5346438,24477
34081208460000,0,4612270,27785
34081208470000,0,2346913,36007
34081208480000,0,3838084,43245
34081208490000,0,2769317,89070
34081208500000,0,3353074,73904
34081208510000,0,3137763,99191
34081208520000,0,3308564,81960
34081208540000,0,2638219,42428
34081208590000,0,2302720,15401
34081208600000,0,1278612,9142
34081208610000,0,1700378,14335
34081208620000,0,2305399,14458
34099231350100,0,0,0
34099231720100,1357,36917,525
34099231820100,858,41303,1599
34099231840000,1363,41513,1254
34099231850200,0,122739,12153
34099231880000,134,32285,230
34099231920000,0,197291,4716
34099231960000,0,119261,786
34099231970000,0,128090,4436
34099231980000,0,6939,574
34099231990000,0,78852,9886
34099232000000,0,174590,37868
34099232010100,818,57092,675
34111242560100,1178,148791,2257
34111243000100,2010,31887,1751
34111243020300,0,96887,2421
34111243050100,1046,40090,1180
34111243120000,0,207010,5147
34111243130000,0,135027,3446
34111243200000,0,261299,3096
34111243210000,0,111791,2378
34111243220000,0,180528,2970
34111243240000,0,411886,4542
34111243250000,0,303456,5940
34111243260000,0,252432,3889
34111243280000,0,190902,1909
34111243290000,0,230469,4698
34111243300000,0,161937,4175
34111243310100,138,246265,2456
34111243470000,1825,190253,2885
34111243530100,0,175762,1764
34111243550000,0,564021,6459
34111243580100,4787,78888,619
34111243610100,0,225780,1839
34111243620000,95,168429,936
34111243630000,82,149959,817
34111243650100,0,58772,985
34111243660000,341,3959,51
34111243670000,2791,279445,3499
34111243690000,129,230172,2300
34111243700000,123,221127,2206
34111243740000,173,306805,1706
34111243750000,158,281321,1558
34111243760000,1263,40632,683
34111243770100,1655,57611,1376
34111243780000,2552,44796,1025
34111243790000,1150,66389,1000
34111243800000,1431,62435,1847
34111243810000,611,16120,670
34111243850100,0,627469,6858
34111243860000,0,348877,5447
34111243880000,0,359832,4777
34111243890000,0,333659,5636
34111243950000,7980,331674,1046
34111244010100,0,164509,5772
34111244030000,0,264452,4719
34111244040000,0,264150,5170
34111244050000,0,301400,2502
34111244090000,0,263559,2202
34111244110000,0,188268,1576
34111244120000,85,169346,5567
34111244130000,184,330205,1837
34111244140100,0,315571,2629
34111244150100,0,295822,4490
34111244160000,0,172864,5238
34111244180000,4946,26641,2583
34111244190000,3325,38818,2482
34111244200000,37356,322842,4869
34111244210000,4079,42455,2704
34111244230000,171,302854,542
34111244240000,251,445396,4996
34111244260000,161,285312,2925
34111244270000,0,423800,5186
34111244290000,0,399106,4358
34111244300000,0,331407,4313
34111244400100,0,0,0
34111244440000,153,271739,2797
34111244450000,150,270741,2779
34111244470000,123,220663,2252
34111244480000,149,265013,2596
34111244490000,175,316350,3093
34111244500100,3976,110661,2924
34111244510100,0,149707,3019
34111244520000,153,276201,2689
34111244560000,0,1020489,9259
34111244570000,0,0,0
34111244620100,0,70314,1134
34111244710100,0,507728,1432
34111244720100,0,303385,2015
34111244730000,0,160663,2012
34111244740000,0,285791,1761
34111244760000,0,275629,2411
34111244770000,0,217582,1847
34111244780000,0,236399,2010
34111244790000,0,144375,2722
34111244800000,0,226922,2959
34111244810000,0,217065,2964
34111244820000,0,182573,1428
34111244830000,0,326726,2550
34111244840000,148,267260,2751
34111244850000,0,257675,2420
34111244860000,0,233673,2523
34111244870000,0,236225,2742
34111244880000,0,255714,3285
34111244890000,169,303092,3787
34111244900000,187,329899,4127
34111244920000,166,300677,3751
34111244940000,160,290604,3650
34111244950000,0,195218,4351
34111244960000,0,185532,2592
34111244970000,0,187164,2518
34111244980000,0,157545,3144
34111245020000,0,173008,3921
34111245030000,0,524440,5282
34111245040000,0,454989,4421
34111245050000,0,728495,5211
34111245060000,0,22510,0
34111245070000,0,296422,5323
34111245080000,0,227524,4666
34111245090000,0,283774,6319
34111245100000,0,237201,5724
34111245110000,0,231288,6883
34111245120000,0,258575,5166
34111245130000,0,282585,5025
34111245150100,0,358456,2906
34111245160000,0,264096,3340
34111245170100,0,332050,2441
34111245180000,203,358517,4040
34111245190000,217,385871,4351
34111245200000,355,633191,7121
34111245210000,238,422987,4761
34111245230000,142,252718,1489
34111245250000,144,255030,1505
34111245260000,172,301749,1704
34111245270000,197,351505,1982
34111245280000,164,292658,1648
34111245300000,125,221075,2331
34111245310000,93,175420,1811
34111245320000,118,209580,2200
34111245330000,101,179357,1874
34111245340000,266,476509,5045
34111245410000,0,252576,4132
34111245440000,0,214881,7925
34111245450000,0,182649,5177
34111245460000,0,253976,8037
34111245470000,0,330518,12031
34111245490000,267,475243,5029
34111245500000,177,304207,3281
34111245510000,221,396329,4187
34111245520000,186,316434,3369
34111245530000,170,302518,1491
34111245540000,260,462046,2276
34111245550000,145,256920,1268
34111245560000,146,260186,1281
34111245590000,0,450892,18813
34111245600000,0,402430,9385
34111245610000,0,373723,8543
34111245620000,0,543052,7802
34111245630000,0,317195,4380
34111245640000,0,951166,8952
34111245650000,0,822186,8933
34111245660000,0,937551,5032
34111245670000,0,708190,9110
34111245680000,0,886876,5126
34111245690000,0,588389,6745
34111245700100,0,326275,4771
34111245710000,0,335600,4311
34111245720000,0,280711,7020
34111245730000,0,269940,6376
34111245740000,0,410018,7182
34111245750000,158,280858,2522
34111245760000,163,286664,2551
34111245770000,172,304509,2679
34111245780000,153,275116,2372
34111245790000,227,403676,2321
34111245810000,0,308171,3439
34111245820000,0,395907,3779
34111245830000,0,1256159,11753
34111245840000,0,1000641,11093
34111245850000,0,1042027,21319
34111245860000,0,1046986,23735
34111245870000,0,814410,19796
34111245880000,196,347127,1994
34111245890000,194,343296,1964
34111245900000,193,334861,1886
34111245910000,0,619409,8035
34111245920000,0,808620,22716
34111245960000,0,870745,9571
34111245990000,0,995689,9854
34111246010000,0,729884,4453
34111246030000,0,507710,12733
34111246040000,0,615094,14193
34111246050000,253,449396,5053
34111246060300,0,207512,2726
34111246070000,0,16758,1085
34111246080000,0,683768,12167
34111246090000,0,784139,7819
34111246100000,0,155049,9662
34111246110000,232,411462,3695
34111246120000,202,354880,3190
34111246130000,196,340781,3060
34111246140000,333,594378,5327
34111246180000,0,281412,797
34111246190000,0,1946066,22567
34111246200000,199,352538,2178
34111246210000,180,314870,1939
34111246220000,207,365325,2215
34111246230000,356,633613,3902
34111246240000,0,876748,14830
34111246250000,0,444630,12338
34111246260000,0,428591,11979
34111246290000,0,568759,10295
34111246300000,0,467356,7986
34111246310000,0,691381,11488
34111246330000,0,1318440,11741
34111246340000,0,2215838,25882
34111246360000,0,247956,11109
34111246410000,0,1071341,11146
34111246440000,0,1760017,13712
34111246450000,0,433903,1078
34111246490000,0,1035739,10584
34111246500000,0,566305,6535
34111246510000,0,398984,6228
34111246520000,0,836364,11295
34111246530000,0,441863,5618
34111246540000,0,420175,7226
34111246550000,0,836966,1750
34111246610000,0,537994,3391
34111246620000,0,847695,9253
34111246630000,0,970343,9281
34111246640000,0,1370002,11164
34111246650000,0,732131,12298
34111246670000,0,878863,14995
34111246680000,0,762432,15416
34111246690000,0,528013,11369
34111246720000,0,13,0
34111246730000,0,1323352,29051
34111246740000,0,894689,21422
34111246750000,0,861126,25781
34111246770000,0,648445,14356
34111246780000,0,1990825,18090
34111246800100,0,1559093,19217
34111246810000,0,1784290,16893
34111246820000,0,450103,10495
34111246840000,0,776432,16351
34111246850000,0,843712,21061
34111246860000,0,1451427,27497
34111246870000,0,1369967,35491
34111246880000,0,1392450,20178
34111246890000,0,1351234,12390
34111246900000,0,873304,13402
34111246910000,0,772461,11847
34111246920000,0,953042,14607
34111246930000,0,818522,13850
34111246940000,0,816581,13815
34111246950000,0,912533,1949
34111246960000,0,1216884,10938
34111246970000,0,1242326,16457
34111246980000,0,1316695,18410
34111246990000,0,849285,13956
34111247000000,0,721264,12239
34111247010000,0,634212,11496
34111247020000,0,840717,9440
34111247030100,24246,806580,18584
34111247040000,0,1324590,28766
34111247050000,0,1030067,13117
34111247060000,0,1292073,16452
34111247070000,0,868373,14817
34111247110000,0,2530190,29530
34111247120000,0,2984589,39442
34111247150000,0,2150174,34822
34111247180000,0,1334381,33023
34111247190000,0,1247033,30641
34111247200000,0,1233643,41220
34111247210000,0,1395623,22646
34111247220000,0,1210176,23523
34111247230000,0,1092737,21250
34111247240000,14333,928888,13745
34111247250000,0,1000973,14539
34111247270000,0,1547237,32790
34111247280000,0,1735005,20133
34111247290000,0,1392347,16146
34111247300000,0,2957547,29529
34111247310000,0,4301816,42230
34111247320000,0,3389007,33847
34111247330000,0,1504555,29158
34111247340000,0,2678349,18677
34111247350000,0,2691186,21154
34111247360000,0,2403829,27451
34111247370000,0,2511950,19443
34111247380000,0,2655418,18140
34111247390000,0,2409114,17119
34111247400000,0,3464863,23541
34111247410000,0,1380982,13366
34111247420000,0,1408852,7753
34111247440000,0,1460905,15145
34111247450000,0,1705519,26876
34111247460000,0,804181,13965
34111247470000,0,1522176,22435
34111247510000,0,1115301,15764
34111247520000,0,1101221,14331
34111247530000,0,1793415,25103
34111247540000,0,795419,3374
34111247560000,0,856958,2969
34111247570000,0,1147992,2771
34111247580000,0,1363130,14144
34111247600000,0,1370515,9437
34111247610000,0,2343277,19114
34111247620000,0,1479258,17192
34111247630000,0,1735242,35070
34111247640000,0,1584164,24367
34111247660000,0,2518117,48494
34111247720000,0,2172304,28160
34111247740000,0,2325124,30241
34111247750000,0,796037,10019
34111247760000,0,897726,11451
34111247770000,0,969328,7354
34111247800000,0,1681141,35502
34111247810000,0,1364101,27892
34111247840000,0,681089,16305
34111247850000,0,858179,12232
34111247860000,0,903553,20414
34111247910000,0,3002053,59488
34111247920000,0,2285936,33955
34111247930000,0,2167518,38154
34111247950000,0,1762792,21709
34111247970000,0,2227740,59609
34111247980000,0,1606160,23317
34111247990000,0,2157406,33870
34111248000000,0,2443460,41117
34111248010000,0,1909325,9919
34111248020000,0,877192,4085
34111248030000,0,976863,12007
34111248040000,0,1212481,18585
34111248050000,0,1818460,20291
34111248060000,0,1311974,17418
34111248070000,0,1270167,17032
34111248080000,0,2180629,87565
34111248090000,0,1051549,13571
34111248100000,0,2675355,56532
34111248110000,0,4017533,92131
34111248120000,0,5504729,114716
34111248130000,0,5503024,141781
34111248140000,0,4158375,79766
34111248150000,0,1695111,21888
34111248160000,0,2537064,32770
34111248180000,86496,1039990,33171
34111248200000,0,1455431,41171
34111248210000,0,1326324,29699
34111248220000,0,1691081,32485
34111248230100,0,565877,17132
34111248240000,0,708224,15780
34111248250000,0,1329933,19337
34111248260000,0,2947082,50059
34111248270000,0,2784832,52741
34111248280000,0,2624579,53289
34111248290000,0,3334875,70921
34111248320000,0,3552132,56683
34111248330000,0,2523629,41228
34111248340000,0,2706996,35581
34111248350000,0,4257414,42556
34111248360000,0,3005269,26449
34111248370000,0,2404996,43177
34111248380000,0,2220088,50700
34111248390000,0,3802405,88493
34111248400000,0,2843871,59332
34111248410000,0,2665804,53234
34111248420000,0,1670952,4263
34111248430000,0,1447289,4547
34111248440000,0,3088560,70980
34111248450000,0,3165863,75251
34111248460000,0,3135049,56023
34111248470000,0,1848022,44178
34111248480000,0,2656610,48085
34111248510000,0,2925708,75550
34111248520000,0,3001497,76485
34111248530000,0,6471541,118733
34111248540000,0,7192588,90620
34111248550000,0,6766413,135079
34111248560000,0,6590058,156459
34111248570000,43097,939780,28942
34111248580000,66177,1240548,30409
34111248590000,35296,895635,29151
34111248600000,46383,1079423,36935
34111248630000,0,842587,0
34111248640000,0,674372,0
34111248650000,0,6621960,59892
34111248660000,0,5337144,59837
34111248670000,0,4516650,55259
34111248700000,72012,2224805,68297
34111248710000,67860,1760783,117644
34111248720000,87817,2277983,57937
34111248740000,0,3997445,68337
34111248770000,10542,1052454,18732
34111248780000,27409,1745841,28368
34111248790000,10136,1015546,21790
34111248800000,11196,1059566,20618
34111248810000,0,3417808,55209
34111248820000,0,2974750,49078
34111248830000,0,6884279,76709
34111248840000,0,6980821,76460
34111248850000,0,6995497,63792
34111248880000,0,850321,11921
34111248890000,0,817859,13427
34111248940000,146711,2014626,84963
34111248950000,110632,1996280,82870
34111248960000,116434,2049738,86874
34111248970000,107833,2021652,94224
34111249010000,0,2911017,49960
34111249020000,0,3111490,41411
34111249030000,0,2879387,48349
34111249040000,0,2777919,52756
34111249050000,0,1845580,81074
34111249060000,0,3564850,82279
34111249070000,0,2847827,75630
34111249080000,0,4426863,64287
34111249100000,0,682874,0
34111249110000,0,696021,0
34111249130000,0,2261632,72709
34111249140000,0,2254226,73030
34111249150000,0,2566778,87575
34111249160000,0,2621000,63227
34115246830000,2269,71740,1160
34115246840000,3145,74849,1158
34119287490100,835,39330,998
34121243420100,0,68492,758
34121243460200,3423,82070,914
34121243480100,1763,49909,1001
34121243490100,1517,121776,4219
34121243500100,986,76486,690
34121243630100,571,125427,0
34121243640100,316,119684,0
34121243650000,239,160108,0
34121243660100,2601,48942,1578
34121243670100,383,86170,1153
34121243870000,1182,94332,402
34121243890000,1887,78727,688
34121243930000,271,29857,735
34121243940100,676,45233,674
34121243960100,685,241147,1122
34121243980100,79,80231,1565
34121243990000,839,93290,1476
34121244000000,2134,78251,751
34121244030000,389,50406,820
34121244040000,1287,152973,2388
34121244050000,768,52231,148
34121244070000,2389,87765,578
34121244080000,3041,99081,738
34121244090000,2874,102098,693
34121244100000,4716,100165,1335
34121244110000,5755,152538,1369
34121244120000,4578,116215,1020
34121244130000,139,86250,1286
34121244140000,417,288028,1460
34121244150000,308,26934,306
34121244160000,0,51,5
34121244170000,50,31993,502
34121244180100,332,130267,2865
34121244190000,96,27736,464
34121244230000,3876,198420,1476
34121244240000,2759,166547,1015
34121244250000,1930,187931,697
34121244270000,4824,94390,1174
34121244280000,6846,107073,1488
34121244290000,7412,145114,1797
34121244310000,5008,150974,1071
34121244320000,6106,186958,1298
34121244330000,6758,198914,1462
34121244350000,551,143457,1923
34121244360000,392,175610,1244
34121244370000,714,217057,2830
34121244410000,576,139870,1152
34121244420000,389,124309,1323
34121244430000,559,81626,931
34121244440000,698,116370,1522
34121244460100,507,98655,1825
34121244480000,622,153067,1284
34121244490000,1791,167559,483
34121244500000,1732,175861,471
34121244530000,1041,181204,2550
34121244540000,1020,217487,2032
34121244550000,958,233143,2022
34121244620000,145,257904,1439
34121244630000,130,230723,1288
34121244640000,123,218045,1231
34121244650000,1301,114174,873
34121244660000,1905,163712,1230
34121244670000,166,294378,3617
34121244700100,0,336038,4735
34121244710000,9120,136161,2001
34121244720000,7522,133825,1631
34121244730000,160,285446,1603
34121244740000,505,72877,558
34121244770000,167,294235,1985
34121244780000,182,315137,2143
34121244810000,268,478915,3530
34121244820000,158,287909,2120
34121244830000,618,360787,4070
34121244840000,1296,478689,9686
34121244850000,743,199714,2954
34121244860000,480,193174,1376
34121244870000,383,173532,1349
34121244880000,494,353742,3566
34121244890000,482,352431,3527
34121244920000,448,161255,1167
34121244930000,166,295690,2008
34121244940000,490,247875,1768
34121244950000,585,420652,4886
34121244960000,555,201062,936
34121244970000,1235,218849,2559
34121244980000,945,243402,1509
34121244990000,630,242212,2245
34121245000000,495,228794,1275
34121245020000,360,216481,860
34121245030000,312,158993,998
34121245040000,1099,259786,2157
34121245050000,608,178125,1011
34121245060000,2703,256741,6248
34121245070000,779,271312,1171
34121245080000,0,23581,4783
34121245090000,60,84013,5451
34121245100000,105,194798,3926
34121245110000,576,204790,1443
34121245120000,480,171192,1235
34121245130000,553,197553,1429
34121245140000,1562,229399,304
34121245150000,8780,165781,2100
34121245160000,16778,205841,3937
34121245170000,945,288631,4709
34121245180000,1109,201957,2144
34121245190000,0,0,0
34121245210000,0,0,0
34121245230000,1536,165455,2404
34121245240000,2366,107011,4846
34121245290000,1388,235767,2597
34121245300000,212,257255,2945
34121245310000,335,404080,4624
34121245320000,167,305333,3733
34121245330000,230,411265,5046
34121245350000,156,281287,3453
34121245360000,2791,800645,6449
34121245370000,2469,760601,5930
34121245380000,3844,1014060,8667
34121245390000,1637,787298,6279
34121245400000,2069,1043368,8070
34121245420000,6615,84869,1771
34121245470100,3943,53046,1167
34121245480000,4644,484009,4317
34121245490000,4593,387434,4867
34121245500000,0,577864,5432
34121245510000,0,228155,2168
34121245520000,0,209667,2422
34121245530000,14925,663316,33400
34121245540000,9840,347705,24148
34121245780000,3100,378797,365
34121245790000,1159,620626,193
34121245800000,1158,601223,192
34121245810000,6563,370144,16196
34121245840000,3404,807817,26349
34121245890000,1385,567599,6125
34121245900000,2224,595627,14248
34121245920000,484,536776,7233
34121245940000,372,406660,5490
34121245960000,374,409383,5526
34121245970000,382,502125,7232
34121245980000,343,453345,6531
34121245990000,0,804176,9028
34121246000000,0,538062,9863
34121246010000,216,316095,3511
34121246020000,275,414847,4727
34121246030000,211,294118,3321
34121246040000,224,293437,3616
34121246050000,261,329880,4086
34121246060000,236,306602,3767
34121246070000,2951,350903,20119
34121246090000,553,961293,9879
34121246100000,408,713564,7484
34121246120000,375,384387,7096
34121246130000,485,621887,7581
34121246140000,387,428020,7469
34121246150000,10560,644836,15983
34121246160000,7651,1404146,10764
34121246170000,7086,1175337,11106
34121246180000,6499,1221004,9141
34121246190000,6540,1187400,10371
34121246210000,1386,591337,8754
34121246220000,1630,695780,10287
34121246230000,1855,791421,11717
34121246270000,1679,1679512,13350
34121246280000,1091,1209283,11934
34121246290000,1310,1514698,9619
34121246300000,797,1020612,5669
34121246310000,846,1125441,5958
34121246320000,901,706187,4743
34121246370000,9126,419296,19717
34121246400000,36961,914717,46177
34121246410000,51740,1189633,37721
34121246420000,39469,786147,46871
34121246430000,48391,926416,47289
34121246490100,0,0,18554
34133244300100,0,62088,325
34151257350000,0,0,0
34151257470100,842,67812,266
34155240570100,253,34655,375
34155240640100,1242,60164,814
34155240660100,0,0,0
34155240680000,337,94966,0
34155240700100,270,42260,885
34155240730000,163,47690,681
34155240800000,0,86251,37
34157254830100,1477,56542,813
34157254850100,172,77737,212
34157254940000,0,0,0
34157254990100,989,54965,2244
34157255080000,5896,80016,1494
34157255140000,0,14,0
34157255170100,7888,71038,905
34167297200100,1742,239470,3263
34167297210100,310,55974,905
34167297230000,3245,351877,5066
34167297240100,3339,443570,7817
34167297250000,797,37125,1724
34167297290000,273,51375,897
34167297300000,744,137572,2274
34167297320100,999,256092,6448
34167297570100,0,413342,8510
34167297590000,3286,79188,1028
34167297610100,3574,68950,1388
34169256690100,175,62210,127
